nbr,DGP,noise_level,model,sample_size,x_cut_off,y_cut_off,nbr_run,CV_max_m,shap_max_m,min_x_frac,do_ML,do_shap
1167,1,0.1,SVM,3162,5,5,17,10000,3162,0.1,TRUE,TRUE
1168,1,0.1,SVM,3162,5,5,18,10000,3162,0.1,TRUE,TRUE
1169,1,0.1,SVM,3162,5,5,19,10000,3162,0.1,TRUE,TRUE
1170,1,0.1,SVM,3162,5,5,20,10000,3162,0.1,TRUE,TRUE
1171,1,0.1,SVM,3162,5,5,21,10000,3162,0.1,TRUE,TRUE
1172,1,0.1,SVM,3162,5,5,22,10000,3162,0.1,TRUE,TRUE
1173,1,0.1,SVM,3162,5,5,23,10000,3162,0.1,TRUE,TRUE
1174,1,0.1,SVM,3162,5,5,24,10000,3162,0.1,TRUE,TRUE
1175,1,0.1,SVM,3162,5,5,25,10000,3162,0.1,TRUE,TRUE
1176,1,0.1,SVM,3162,5,5,26,10000,3162,0.1,TRUE,TRUE
1177,1,0.1,SVM,3162,5,5,27,10000,3162,0.1,TRUE,TRUE
1178,1,0.1,SVM,3162,5,5,28,10000,3162,0.1,TRUE,TRUE
1179,1,0.1,SVM,3162,5,5,29,10000,3162,0.1,TRUE,TRUE
1180,1,0.1,SVM,3162,5,5,30,10000,3162,0.1,TRUE,TRUE
1181,1,0.1,SVM,3162,5,5,31,10000,3162,0.1,TRUE,TRUE
1182,1,0.1,SVM,3162,5,5,32,10000,3162,0.1,TRUE,TRUE
1183,1,0.1,SVM,3162,5,5,33,10000,3162,0.1,TRUE,TRUE
1184,1,0.1,SVM,3162,5,5,34,10000,3162,0.1,TRUE,TRUE
1185,1,0.1,SVM,3162,5,5,35,10000,3162,0.1,TRUE,TRUE
1186,1,0.1,SVM,3162,5,5,36,10000,3162,0.1,TRUE,TRUE
1187,1,0.1,SVM,3162,5,5,37,10000,3162,0.1,TRUE,TRUE
1188,1,0.1,SVM,3162,5,5,38,10000,3162,0.1,TRUE,TRUE
1189,1,0.1,SVM,3162,5,5,39,10000,3162,0.1,TRUE,TRUE
1190,1,0.1,SVM,3162,5,5,40,10000,3162,0.1,TRUE,TRUE
1191,1,0.1,SVM,3162,5,5,41,10000,3162,0.1,TRUE,TRUE
1192,1,0.1,SVM,3162,5,5,42,10000,3162,0.1,TRUE,TRUE
1193,1,0.1,SVM,3162,5,5,43,10000,3162,0.1,TRUE,TRUE
1194,1,0.1,SVM,3162,5,5,44,10000,3162,0.1,TRUE,TRUE
1195,1,0.1,SVM,3162,5,5,45,10000,3162,0.1,TRUE,TRUE
1196,1,0.1,SVM,3162,5,5,46,10000,3162,0.1,TRUE,TRUE
1197,1,0.1,SVM,3162,5,5,47,10000,3162,0.1,TRUE,TRUE
1198,1,0.1,SVM,3162,5,5,48,10000,3162,0.1,TRUE,TRUE
1199,1,0.1,SVM,3162,5,5,49,10000,3162,0.1,TRUE,TRUE
1200,1,0.1,SVM,3162,5,5,50,10000,3162,0.1,TRUE,TRUE
1201,1,0.1,SVM,10000,5,5,1,10000,3162,0.1,TRUE,TRUE
1202,1,0.1,SVM,10000,5,5,2,10000,3162,0.1,TRUE,TRUE
1203,1,0.1,SVM,10000,5,5,3,10000,3162,0.1,TRUE,TRUE
1204,1,0.1,SVM,10000,5,5,4,10000,3162,0.1,TRUE,TRUE
1205,1,0.1,SVM,10000,5,5,5,10000,3162,0.1,TRUE,TRUE
1206,1,0.1,SVM,10000,5,5,6,10000,3162,0.1,TRUE,TRUE
1207,1,0.1,SVM,10000,5,5,7,10000,3162,0.1,TRUE,TRUE
1208,1,0.1,SVM,10000,5,5,8,10000,3162,0.1,TRUE,TRUE
1209,1,0.1,SVM,10000,5,5,9,10000,3162,0.1,TRUE,TRUE
1210,1,0.1,SVM,10000,5,5,10,10000,3162,0.1,TRUE,TRUE
1211,1,0.1,SVM,10000,5,5,11,10000,3162,0.1,TRUE,TRUE
1212,1,0.1,SVM,10000,5,5,12,10000,3162,0.1,TRUE,TRUE
1213,1,0.1,SVM,10000,5,5,13,10000,3162,0.1,TRUE,TRUE
1214,1,0.1,SVM,10000,5,5,14,10000,3162,0.1,TRUE,TRUE
1215,1,0.1,SVM,10000,5,5,15,10000,3162,0.1,TRUE,TRUE
1216,1,0.1,SVM,10000,5,5,16,10000,3162,0.1,TRUE,TRUE
1217,1,0.1,SVM,10000,5,5,17,10000,3162,0.1,TRUE,TRUE
1218,1,0.1,SVM,10000,5,5,18,10000,3162,0.1,TRUE,TRUE
1219,1,0.1,SVM,10000,5,5,19,10000,3162,0.1,TRUE,TRUE
1220,1,0.1,SVM,10000,5,5,20,10000,3162,0.1,TRUE,TRUE
1221,1,0.1,SVM,10000,5,5,21,10000,3162,0.1,TRUE,TRUE
1222,1,0.1,SVM,10000,5,5,22,10000,3162,0.1,TRUE,TRUE
1223,1,0.1,SVM,10000,5,5,23,10000,3162,0.1,TRUE,TRUE
1224,1,0.1,SVM,10000,5,5,24,10000,3162,0.1,TRUE,TRUE
1225,1,0.1,SVM,10000,5,5,25,10000,3162,0.1,TRUE,TRUE
1226,1,0.1,SVM,10000,5,5,26,10000,3162,0.1,TRUE,TRUE
1227,1,0.1,SVM,10000,5,5,27,10000,3162,0.1,TRUE,TRUE
1228,1,0.1,SVM,10000,5,5,28,10000,3162,0.1,TRUE,TRUE
1229,1,0.1,SVM,10000,5,5,29,10000,3162,0.1,TRUE,TRUE
1230,1,0.1,SVM,10000,5,5,30,10000,3162,0.1,TRUE,TRUE
1231,1,0.1,SVM,10000,5,5,31,10000,3162,0.1,TRUE,TRUE
1232,1,0.1,SVM,10000,5,5,32,10000,3162,0.1,TRUE,TRUE
1233,1,0.1,SVM,10000,5,5,33,10000,3162,0.1,TRUE,TRUE
1234,1,0.1,SVM,10000,5,5,34,10000,3162,0.1,TRUE,TRUE
1235,1,0.1,SVM,10000,5,5,35,10000,3162,0.1,TRUE,TRUE
1236,1,0.1,SVM,10000,5,5,36,10000,3162,0.1,TRUE,TRUE
1237,1,0.1,SVM,10000,5,5,37,10000,3162,0.1,TRUE,TRUE
1238,1,0.1,SVM,10000,5,5,38,10000,3162,0.1,TRUE,TRUE
1239,1,0.1,SVM,10000,5,5,39,10000,3162,0.1,TRUE,TRUE
1240,1,0.1,SVM,10000,5,5,40,10000,3162,0.1,TRUE,TRUE
1241,1,0.1,SVM,10000,5,5,41,10000,3162,0.1,TRUE,TRUE
1242,1,0.1,SVM,10000,5,5,42,10000,3162,0.1,TRUE,TRUE
1243,1,0.1,SVM,10000,5,5,43,10000,3162,0.1,TRUE,TRUE
1244,1,0.1,SVM,10000,5,5,44,10000,3162,0.1,TRUE,TRUE
1245,1,0.1,SVM,10000,5,5,45,10000,3162,0.1,TRUE,TRUE
1246,1,0.1,SVM,10000,5,5,46,10000,3162,0.1,TRUE,TRUE
1247,1,0.1,SVM,10000,5,5,47,10000,3162,0.1,TRUE,TRUE
1248,1,0.1,SVM,10000,5,5,48,10000,3162,0.1,TRUE,TRUE
1249,1,0.1,SVM,10000,5,5,49,10000,3162,0.1,TRUE,TRUE
1250,1,0.1,SVM,10000,5,5,50,10000,3162,0.1,TRUE,TRUE
1251,1,0.1,Forest,100,5,5,1,10000,3162,0.1,TRUE,TRUE
1252,1,0.1,Forest,100,5,5,2,10000,3162,0.1,TRUE,TRUE
1253,1,0.1,Forest,100,5,5,3,10000,3162,0.1,TRUE,TRUE
1254,1,0.1,Forest,100,5,5,4,10000,3162,0.1,TRUE,TRUE
1255,1,0.1,Forest,100,5,5,5,10000,3162,0.1,TRUE,TRUE
1256,1,0.1,Forest,100,5,5,6,10000,3162,0.1,TRUE,TRUE
1257,1,0.1,Forest,100,5,5,7,10000,3162,0.1,TRUE,TRUE
1258,1,0.1,Forest,100,5,5,8,10000,3162,0.1,TRUE,TRUE
1259,1,0.1,Forest,100,5,5,9,10000,3162,0.1,TRUE,TRUE
1260,1,0.1,Forest,100,5,5,10,10000,3162,0.1,TRUE,TRUE
1261,1,0.1,Forest,100,5,5,11,10000,3162,0.1,TRUE,TRUE
1262,1,0.1,Forest,100,5,5,12,10000,3162,0.1,TRUE,TRUE
1263,1,0.1,Forest,100,5,5,13,10000,3162,0.1,TRUE,TRUE
1264,1,0.1,Forest,100,5,5,14,10000,3162,0.1,TRUE,TRUE
1265,1,0.1,Forest,100,5,5,15,10000,3162,0.1,TRUE,TRUE
1266,1,0.1,Forest,100,5,5,16,10000,3162,0.1,TRUE,TRUE
1267,1,0.1,Forest,100,5,5,17,10000,3162,0.1,TRUE,TRUE
1268,1,0.1,Forest,100,5,5,18,10000,3162,0.1,TRUE,TRUE
1269,1,0.1,Forest,100,5,5,19,10000,3162,0.1,TRUE,TRUE
1270,1,0.1,Forest,100,5,5,20,10000,3162,0.1,TRUE,TRUE
1271,1,0.1,Forest,100,5,5,21,10000,3162,0.1,TRUE,TRUE
1272,1,0.1,Forest,100,5,5,22,10000,3162,0.1,TRUE,TRUE
1273,1,0.1,Forest,100,5,5,23,10000,3162,0.1,TRUE,TRUE
1274,1,0.1,Forest,100,5,5,24,10000,3162,0.1,TRUE,TRUE
1275,1,0.1,Forest,100,5,5,25,10000,3162,0.1,TRUE,TRUE
1276,1,0.1,Forest,100,5,5,26,10000,3162,0.1,TRUE,TRUE
1277,1,0.1,Forest,100,5,5,27,10000,3162,0.1,TRUE,TRUE
1278,1,0.1,Forest,100,5,5,28,10000,3162,0.1,TRUE,TRUE
1279,1,0.1,Forest,100,5,5,29,10000,3162,0.1,TRUE,TRUE
1280,1,0.1,Forest,100,5,5,30,10000,3162,0.1,TRUE,TRUE
1281,1,0.1,Forest,100,5,5,31,10000,3162,0.1,TRUE,TRUE
1282,1,0.1,Forest,100,5,5,32,10000,3162,0.1,TRUE,TRUE
1283,1,0.1,Forest,100,5,5,33,10000,3162,0.1,TRUE,TRUE
1284,1,0.1,Forest,100,5,5,34,10000,3162,0.1,TRUE,TRUE
1285,1,0.1,Forest,100,5,5,35,10000,3162,0.1,TRUE,TRUE
1286,1,0.1,Forest,100,5,5,36,10000,3162,0.1,TRUE,TRUE
1287,1,0.1,Forest,100,5,5,37,10000,3162,0.1,TRUE,TRUE
1288,1,0.1,Forest,100,5,5,38,10000,3162,0.1,TRUE,TRUE
1289,1,0.1,Forest,100,5,5,39,10000,3162,0.1,TRUE,TRUE
1290,1,0.1,Forest,100,5,5,40,10000,3162,0.1,TRUE,TRUE
1291,1,0.1,Forest,100,5,5,41,10000,3162,0.1,TRUE,TRUE
1292,1,0.1,Forest,100,5,5,42,10000,3162,0.1,TRUE,TRUE
1293,1,0.1,Forest,100,5,5,43,10000,3162,0.1,TRUE,TRUE
1294,1,0.1,Forest,100,5,5,44,10000,3162,0.1,TRUE,TRUE
1295,1,0.1,Forest,100,5,5,45,10000,3162,0.1,TRUE,TRUE
1296,1,0.1,Forest,100,5,5,46,10000,3162,0.1,TRUE,TRUE
1297,1,0.1,Forest,100,5,5,47,10000,3162,0.1,TRUE,TRUE
1298,1,0.1,Forest,100,5,5,48,10000,3162,0.1,TRUE,TRUE
1299,1,0.1,Forest,100,5,5,49,10000,3162,0.1,TRUE,TRUE
1300,1,0.1,Forest,100,5,5,50,10000,3162,0.1,TRUE,TRUE
1301,1,0.1,Forest,316,5,5,1,10000,3162,0.1,TRUE,TRUE
1302,1,0.1,Forest,316,5,5,2,10000,3162,0.1,TRUE,TRUE
1303,1,0.1,Forest,316,5,5,3,10000,3162,0.1,TRUE,TRUE
1304,1,0.1,Forest,316,5,5,4,10000,3162,0.1,TRUE,TRUE
1305,1,0.1,Forest,316,5,5,5,10000,3162,0.1,TRUE,TRUE
1306,1,0.1,Forest,316,5,5,6,10000,3162,0.1,TRUE,TRUE
1307,1,0.1,Forest,316,5,5,7,10000,3162,0.1,TRUE,TRUE
1308,1,0.1,Forest,316,5,5,8,10000,3162,0.1,TRUE,TRUE
1309,1,0.1,Forest,316,5,5,9,10000,3162,0.1,TRUE,TRUE
1310,1,0.1,Forest,316,5,5,10,10000,3162,0.1,TRUE,TRUE
1311,1,0.1,Forest,316,5,5,11,10000,3162,0.1,TRUE,TRUE
1312,1,0.1,Forest,316,5,5,12,10000,3162,0.1,TRUE,TRUE
1313,1,0.1,Forest,316,5,5,13,10000,3162,0.1,TRUE,TRUE
1314,1,0.1,Forest,316,5,5,14,10000,3162,0.1,TRUE,TRUE
1315,1,0.1,Forest,316,5,5,15,10000,3162,0.1,TRUE,TRUE
1316,1,0.1,Forest,316,5,5,16,10000,3162,0.1,TRUE,TRUE
1317,1,0.1,Forest,316,5,5,17,10000,3162,0.1,TRUE,TRUE
1318,1,0.1,Forest,316,5,5,18,10000,3162,0.1,TRUE,TRUE
1319,1,0.1,Forest,316,5,5,19,10000,3162,0.1,TRUE,TRUE
1320,1,0.1,Forest,316,5,5,20,10000,3162,0.1,TRUE,TRUE
1321,1,0.1,Forest,316,5,5,21,10000,3162,0.1,TRUE,TRUE
1322,1,0.1,Forest,316,5,5,22,10000,3162,0.1,TRUE,TRUE
1323,1,0.1,Forest,316,5,5,23,10000,3162,0.1,TRUE,TRUE
1324,1,0.1,Forest,316,5,5,24,10000,3162,0.1,TRUE,TRUE
1325,1,0.1,Forest,316,5,5,25,10000,3162,0.1,TRUE,TRUE
1326,1,0.1,Forest,316,5,5,26,10000,3162,0.1,TRUE,TRUE
1327,1,0.1,Forest,316,5,5,27,10000,3162,0.1,TRUE,TRUE
1328,1,0.1,Forest,316,5,5,28,10000,3162,0.1,TRUE,TRUE
1329,1,0.1,Forest,316,5,5,29,10000,3162,0.1,TRUE,TRUE
1330,1,0.1,Forest,316,5,5,30,10000,3162,0.1,TRUE,TRUE
1331,1,0.1,Forest,316,5,5,31,10000,3162,0.1,TRUE,TRUE
1332,1,0.1,Forest,316,5,5,32,10000,3162,0.1,TRUE,TRUE
1333,1,0.1,Forest,316,5,5,33,10000,3162,0.1,TRUE,TRUE
1334,1,0.1,Forest,316,5,5,34,10000,3162,0.1,TRUE,TRUE
1335,1,0.1,Forest,316,5,5,35,10000,3162,0.1,TRUE,TRUE
1336,1,0.1,Forest,316,5,5,36,10000,3162,0.1,TRUE,TRUE
1337,1,0.1,Forest,316,5,5,37,10000,3162,0.1,TRUE,TRUE
1338,1,0.1,Forest,316,5,5,38,10000,3162,0.1,TRUE,TRUE
1339,1,0.1,Forest,316,5,5,39,10000,3162,0.1,TRUE,TRUE
1340,1,0.1,Forest,316,5,5,40,10000,3162,0.1,TRUE,TRUE
1341,1,0.1,Forest,316,5,5,41,10000,3162,0.1,TRUE,TRUE
1342,1,0.1,Forest,316,5,5,42,10000,3162,0.1,TRUE,TRUE
1343,1,0.1,Forest,316,5,5,43,10000,3162,0.1,TRUE,TRUE
1344,1,0.1,Forest,316,5,5,44,10000,3162,0.1,TRUE,TRUE
1345,1,0.1,Forest,316,5,5,45,10000,3162,0.1,TRUE,TRUE
1346,1,0.1,Forest,316,5,5,46,10000,3162,0.1,TRUE,TRUE
1347,1,0.1,Forest,316,5,5,47,10000,3162,0.1,TRUE,TRUE
1348,1,0.1,Forest,316,5,5,48,10000,3162,0.1,TRUE,TRUE
1349,1,0.1,Forest,316,5,5,49,10000,3162,0.1,TRUE,TRUE
1350,1,0.1,Forest,316,5,5,50,10000,3162,0.1,TRUE,TRUE
1351,1,0.1,Forest,1000,5,5,1,10000,3162,0.1,TRUE,TRUE
1352,1,0.1,Forest,1000,5,5,2,10000,3162,0.1,TRUE,TRUE
1353,1,0.1,Forest,1000,5,5,3,10000,3162,0.1,TRUE,TRUE
1354,1,0.1,Forest,1000,5,5,4,10000,3162,0.1,TRUE,TRUE
1355,1,0.1,Forest,1000,5,5,5,10000,3162,0.1,TRUE,TRUE
1356,1,0.1,Forest,1000,5,5,6,10000,3162,0.1,TRUE,TRUE
1357,1,0.1,Forest,1000,5,5,7,10000,3162,0.1,TRUE,TRUE
1358,1,0.1,Forest,1000,5,5,8,10000,3162,0.1,TRUE,TRUE
1359,1,0.1,Forest,1000,5,5,9,10000,3162,0.1,TRUE,TRUE
1360,1,0.1,Forest,1000,5,5,10,10000,3162,0.1,TRUE,TRUE
1361,1,0.1,Forest,1000,5,5,11,10000,3162,0.1,TRUE,TRUE
1362,1,0.1,Forest,1000,5,5,12,10000,3162,0.1,TRUE,TRUE
1363,1,0.1,Forest,1000,5,5,13,10000,3162,0.1,TRUE,TRUE
1364,1,0.1,Forest,1000,5,5,14,10000,3162,0.1,TRUE,TRUE
1365,1,0.1,Forest,1000,5,5,15,10000,3162,0.1,TRUE,TRUE
1366,1,0.1,Forest,1000,5,5,16,10000,3162,0.1,TRUE,TRUE
1367,1,0.1,Forest,1000,5,5,17,10000,3162,0.1,TRUE,TRUE
1368,1,0.1,Forest,1000,5,5,18,10000,3162,0.1,TRUE,TRUE
1369,1,0.1,Forest,1000,5,5,19,10000,3162,0.1,TRUE,TRUE
1370,1,0.1,Forest,1000,5,5,20,10000,3162,0.1,TRUE,TRUE
1371,1,0.1,Forest,1000,5,5,21,10000,3162,0.1,TRUE,TRUE
1372,1,0.1,Forest,1000,5,5,22,10000,3162,0.1,TRUE,TRUE
1373,1,0.1,Forest,1000,5,5,23,10000,3162,0.1,TRUE,TRUE
1374,1,0.1,Forest,1000,5,5,24,10000,3162,0.1,TRUE,TRUE
1375,1,0.1,Forest,1000,5,5,25,10000,3162,0.1,TRUE,TRUE
1376,1,0.1,Forest,1000,5,5,26,10000,3162,0.1,TRUE,TRUE
1377,1,0.1,Forest,1000,5,5,27,10000,3162,0.1,TRUE,TRUE
1378,1,0.1,Forest,1000,5,5,28,10000,3162,0.1,TRUE,TRUE
1379,1,0.1,Forest,1000,5,5,29,10000,3162,0.1,TRUE,TRUE
1380,1,0.1,Forest,1000,5,5,30,10000,3162,0.1,TRUE,TRUE
1381,1,0.1,Forest,1000,5,5,31,10000,3162,0.1,TRUE,TRUE
1382,1,0.1,Forest,1000,5,5,32,10000,3162,0.1,TRUE,TRUE
1383,1,0.1,Forest,1000,5,5,33,10000,3162,0.1,TRUE,TRUE
1384,1,0.1,Forest,1000,5,5,34,10000,3162,0.1,TRUE,TRUE
1385,1,0.1,Forest,1000,5,5,35,10000,3162,0.1,TRUE,TRUE
1386,1,0.1,Forest,1000,5,5,36,10000,3162,0.1,TRUE,TRUE
1387,1,0.1,Forest,1000,5,5,37,10000,3162,0.1,TRUE,TRUE
1388,1,0.1,Forest,1000,5,5,38,10000,3162,0.1,TRUE,TRUE
1389,1,0.1,Forest,1000,5,5,39,10000,3162,0.1,TRUE,TRUE
1390,1,0.1,Forest,1000,5,5,40,10000,3162,0.1,TRUE,TRUE
1391,1,0.1,Forest,1000,5,5,41,10000,3162,0.1,TRUE,TRUE
1392,1,0.1,Forest,1000,5,5,42,10000,3162,0.1,TRUE,TRUE
1393,1,0.1,Forest,1000,5,5,43,10000,3162,0.1,TRUE,TRUE
1394,1,0.1,Forest,1000,5,5,44,10000,3162,0.1,TRUE,TRUE
1395,1,0.1,Forest,1000,5,5,45,10000,3162,0.1,TRUE,TRUE
1396,1,0.1,Forest,1000,5,5,46,10000,3162,0.1,TRUE,TRUE
1397,1,0.1,Forest,1000,5,5,47,10000,3162,0.1,TRUE,TRUE
1398,1,0.1,Forest,1000,5,5,48,10000,3162,0.1,TRUE,TRUE
1399,1,0.1,Forest,1000,5,5,49,10000,3162,0.1,TRUE,TRUE
1400,1,0.1,Forest,1000,5,5,50,10000,3162,0.1,TRUE,TRUE
1401,1,0.1,Forest,3162,5,5,1,10000,3162,0.1,TRUE,TRUE
1402,1,0.1,Forest,3162,5,5,2,10000,3162,0.1,TRUE,TRUE
1403,1,0.1,Forest,3162,5,5,3,10000,3162,0.1,TRUE,TRUE
1404,1,0.1,Forest,3162,5,5,4,10000,3162,0.1,TRUE,TRUE
1405,1,0.1,Forest,3162,5,5,5,10000,3162,0.1,TRUE,TRUE
1406,1,0.1,Forest,3162,5,5,6,10000,3162,0.1,TRUE,TRUE
1407,1,0.1,Forest,3162,5,5,7,10000,3162,0.1,TRUE,TRUE
1408,1,0.1,Forest,3162,5,5,8,10000,3162,0.1,TRUE,TRUE
1409,1,0.1,Forest,3162,5,5,9,10000,3162,0.1,TRUE,TRUE
1410,1,0.1,Forest,3162,5,5,10,10000,3162,0.1,TRUE,TRUE
1411,1,0.1,Forest,3162,5,5,11,10000,3162,0.1,TRUE,TRUE
1412,1,0.1,Forest,3162,5,5,12,10000,3162,0.1,TRUE,TRUE
1413,1,0.1,Forest,3162,5,5,13,10000,3162,0.1,TRUE,TRUE
1414,1,0.1,Forest,3162,5,5,14,10000,3162,0.1,TRUE,TRUE
1415,1,0.1,Forest,3162,5,5,15,10000,3162,0.1,TRUE,TRUE
1416,1,0.1,Forest,3162,5,5,16,10000,3162,0.1,TRUE,TRUE
1417,1,0.1,Forest,3162,5,5,17,10000,3162,0.1,TRUE,TRUE
1418,1,0.1,Forest,3162,5,5,18,10000,3162,0.1,TRUE,TRUE
1419,1,0.1,Forest,3162,5,5,19,10000,3162,0.1,TRUE,TRUE
1420,1,0.1,Forest,3162,5,5,20,10000,3162,0.1,TRUE,TRUE
1421,1,0.1,Forest,3162,5,5,21,10000,3162,0.1,TRUE,TRUE
1422,1,0.1,Forest,3162,5,5,22,10000,3162,0.1,TRUE,TRUE
1423,1,0.1,Forest,3162,5,5,23,10000,3162,0.1,TRUE,TRUE
1424,1,0.1,Forest,3162,5,5,24,10000,3162,0.1,TRUE,TRUE
1425,1,0.1,Forest,3162,5,5,25,10000,3162,0.1,TRUE,TRUE
1426,1,0.1,Forest,3162,5,5,26,10000,3162,0.1,TRUE,TRUE
1427,1,0.1,Forest,3162,5,5,27,10000,3162,0.1,TRUE,TRUE
1428,1,0.1,Forest,3162,5,5,28,10000,3162,0.1,TRUE,TRUE
1429,1,0.1,Forest,3162,5,5,29,10000,3162,0.1,TRUE,TRUE
1430,1,0.1,Forest,3162,5,5,30,10000,3162,0.1,TRUE,TRUE
1431,1,0.1,Forest,3162,5,5,31,10000,3162,0.1,TRUE,TRUE
1432,1,0.1,Forest,3162,5,5,32,10000,3162,0.1,TRUE,TRUE
1433,1,0.1,Forest,3162,5,5,33,10000,3162,0.1,TRUE,TRUE
1434,1,0.1,Forest,3162,5,5,34,10000,3162,0.1,TRUE,TRUE
1435,1,0.1,Forest,3162,5,5,35,10000,3162,0.1,TRUE,TRUE
1436,1,0.1,Forest,3162,5,5,36,10000,3162,0.1,TRUE,TRUE
1437,1,0.1,Forest,3162,5,5,37,10000,3162,0.1,TRUE,TRUE
1438,1,0.1,Forest,3162,5,5,38,10000,3162,0.1,TRUE,TRUE
1439,1,0.1,Forest,3162,5,5,39,10000,3162,0.1,TRUE,TRUE
1440,1,0.1,Forest,3162,5,5,40,10000,3162,0.1,TRUE,TRUE
1441,1,0.1,Forest,3162,5,5,41,10000,3162,0.1,TRUE,TRUE
1442,1,0.1,Forest,3162,5,5,42,10000,3162,0.1,TRUE,TRUE
1443,1,0.1,Forest,3162,5,5,43,10000,3162,0.1,TRUE,TRUE
1444,1,0.1,Forest,3162,5,5,44,10000,3162,0.1,TRUE,TRUE
1445,1,0.1,Forest,3162,5,5,45,10000,3162,0.1,TRUE,TRUE
1446,1,0.1,Forest,3162,5,5,46,10000,3162,0.1,TRUE,TRUE
1447,1,0.1,Forest,3162,5,5,47,10000,3162,0.1,TRUE,TRUE
1448,1,0.1,Forest,3162,5,5,48,10000,3162,0.1,TRUE,TRUE
1449,1,0.1,Forest,3162,5,5,49,10000,3162,0.1,TRUE,TRUE
1450,1,0.1,Forest,3162,5,5,50,10000,3162,0.1,TRUE,TRUE
1451,1,0.1,Forest,10000,5,5,1,10000,3162,0.1,TRUE,TRUE
1452,1,0.1,Forest,10000,5,5,2,10000,3162,0.1,TRUE,TRUE
1453,1,0.1,Forest,10000,5,5,3,10000,3162,0.1,TRUE,TRUE
1454,1,0.1,Forest,10000,5,5,4,10000,3162,0.1,TRUE,TRUE
1455,1,0.1,Forest,10000,5,5,5,10000,3162,0.1,TRUE,TRUE
1456,1,0.1,Forest,10000,5,5,6,10000,3162,0.1,TRUE,TRUE
1457,1,0.1,Forest,10000,5,5,7,10000,3162,0.1,TRUE,TRUE
1458,1,0.1,Forest,10000,5,5,8,10000,3162,0.1,TRUE,TRUE
1459,1,0.1,Forest,10000,5,5,9,10000,3162,0.1,TRUE,TRUE
1460,1,0.1,Forest,10000,5,5,10,10000,3162,0.1,TRUE,TRUE
1461,1,0.1,Forest,10000,5,5,11,10000,3162,0.1,TRUE,TRUE
1462,1,0.1,Forest,10000,5,5,12,10000,3162,0.1,TRUE,TRUE
1463,1,0.1,Forest,10000,5,5,13,10000,3162,0.1,TRUE,TRUE
1464,1,0.1,Forest,10000,5,5,14,10000,3162,0.1,TRUE,TRUE
1465,1,0.1,Forest,10000,5,5,15,10000,3162,0.1,TRUE,TRUE
1466,1,0.1,Forest,10000,5,5,16,10000,3162,0.1,TRUE,TRUE
1467,1,0.1,Forest,10000,5,5,17,10000,3162,0.1,TRUE,TRUE
1468,1,0.1,Forest,10000,5,5,18,10000,3162,0.1,TRUE,TRUE
1469,1,0.1,Forest,10000,5,5,19,10000,3162,0.1,TRUE,TRUE
1470,1,0.1,Forest,10000,5,5,20,10000,3162,0.1,TRUE,TRUE
1471,1,0.1,Forest,10000,5,5,21,10000,3162,0.1,TRUE,TRUE
1472,1,0.1,Forest,10000,5,5,22,10000,3162,0.1,TRUE,TRUE
1473,1,0.1,Forest,10000,5,5,23,10000,3162,0.1,TRUE,TRUE
1474,1,0.1,Forest,10000,5,5,24,10000,3162,0.1,TRUE,TRUE
1475,1,0.1,Forest,10000,5,5,25,10000,3162,0.1,TRUE,TRUE
1476,1,0.1,Forest,10000,5,5,26,10000,3162,0.1,TRUE,TRUE
1477,1,0.1,Forest,10000,5,5,27,10000,3162,0.1,TRUE,TRUE
1478,1,0.1,Forest,10000,5,5,28,10000,3162,0.1,TRUE,TRUE
1479,1,0.1,Forest,10000,5,5,29,10000,3162,0.1,TRUE,TRUE
1480,1,0.1,Forest,10000,5,5,30,10000,3162,0.1,TRUE,TRUE
1481,1,0.1,Forest,10000,5,5,31,10000,3162,0.1,TRUE,TRUE
1482,1,0.1,Forest,10000,5,5,32,10000,3162,0.1,TRUE,TRUE
1483,1,0.1,Forest,10000,5,5,33,10000,3162,0.1,TRUE,TRUE
1484,1,0.1,Forest,10000,5,5,34,10000,3162,0.1,TRUE,TRUE
1485,1,0.1,Forest,10000,5,5,35,10000,3162,0.1,TRUE,TRUE
1486,1,0.1,Forest,10000,5,5,36,10000,3162,0.1,TRUE,TRUE
1487,1,0.1,Forest,10000,5,5,37,10000,3162,0.1,TRUE,TRUE
1488,1,0.1,Forest,10000,5,5,38,10000,3162,0.1,TRUE,TRUE
1489,1,0.1,Forest,10000,5,5,39,10000,3162,0.1,TRUE,TRUE
1490,1,0.1,Forest,10000,5,5,40,10000,3162,0.1,TRUE,TRUE
1491,1,0.1,Forest,10000,5,5,41,10000,3162,0.1,TRUE,TRUE
1492,1,0.1,Forest,10000,5,5,42,10000,3162,0.1,TRUE,TRUE
1493,1,0.1,Forest,10000,5,5,43,10000,3162,0.1,TRUE,TRUE
1494,1,0.1,Forest,10000,5,5,44,10000,3162,0.1,TRUE,TRUE
1495,1,0.1,Forest,10000,5,5,45,10000,3162,0.1,TRUE,TRUE
1496,1,0.1,Forest,10000,5,5,46,10000,3162,0.1,TRUE,TRUE
1497,1,0.1,Forest,10000,5,5,47,10000,3162,0.1,TRUE,TRUE
1498,1,0.1,Forest,10000,5,5,48,10000,3162,0.1,TRUE,TRUE
1499,1,0.1,Forest,10000,5,5,49,10000,3162,0.1,TRUE,TRUE
1500,1,0.1,Forest,10000,5,5,50,10000,3162,0.1,TRUE,TRUE
