nbr,DGP,noise_level,model,sample_size,x_cut_off,y_cut_off,nbr_run,CV_max_m,shap_max_m,min_x_frac,do_ML,do_shap
2136,2,0,Forest,1000,5,5,36,10000,3162,0.1,TRUE,TRUE
2137,2,0,Forest,1000,5,5,37,10000,3162,0.1,TRUE,TRUE
2138,2,0,Forest,1000,5,5,38,10000,3162,0.1,TRUE,TRUE
2139,2,0,Forest,1000,5,5,39,10000,3162,0.1,TRUE,TRUE
2140,2,0,Forest,1000,5,5,40,10000,3162,0.1,TRUE,TRUE
2141,2,0,Forest,1000,5,5,41,10000,3162,0.1,TRUE,TRUE
2142,2,0,Forest,1000,5,5,42,10000,3162,0.1,TRUE,TRUE
2143,2,0,Forest,1000,5,5,43,10000,3162,0.1,TRUE,TRUE
2144,2,0,Forest,1000,5,5,44,10000,3162,0.1,TRUE,TRUE
2145,2,0,Forest,1000,5,5,45,10000,3162,0.1,TRUE,TRUE
2146,2,0,Forest,1000,5,5,46,10000,3162,0.1,TRUE,TRUE
2147,2,0,Forest,1000,5,5,47,10000,3162,0.1,TRUE,TRUE
2148,2,0,Forest,1000,5,5,48,10000,3162,0.1,TRUE,TRUE
2149,2,0,Forest,1000,5,5,49,10000,3162,0.1,TRUE,TRUE
2150,2,0,Forest,1000,5,5,50,10000,3162,0.1,TRUE,TRUE
2151,2,0,Forest,3162,5,5,1,10000,3162,0.1,TRUE,TRUE
2152,2,0,Forest,3162,5,5,2,10000,3162,0.1,TRUE,TRUE
2153,2,0,Forest,3162,5,5,3,10000,3162,0.1,TRUE,TRUE
2154,2,0,Forest,3162,5,5,4,10000,3162,0.1,TRUE,TRUE
2155,2,0,Forest,3162,5,5,5,10000,3162,0.1,TRUE,TRUE
2156,2,0,Forest,3162,5,5,6,10000,3162,0.1,TRUE,TRUE
2157,2,0,Forest,3162,5,5,7,10000,3162,0.1,TRUE,TRUE
2158,2,0,Forest,3162,5,5,8,10000,3162,0.1,TRUE,TRUE
2159,2,0,Forest,3162,5,5,9,10000,3162,0.1,TRUE,TRUE
2160,2,0,Forest,3162,5,5,10,10000,3162,0.1,TRUE,TRUE
2161,2,0,Forest,3162,5,5,11,10000,3162,0.1,TRUE,TRUE
2162,2,0,Forest,3162,5,5,12,10000,3162,0.1,TRUE,TRUE
2163,2,0,Forest,3162,5,5,13,10000,3162,0.1,TRUE,TRUE
2164,2,0,Forest,3162,5,5,14,10000,3162,0.1,TRUE,TRUE
2165,2,0,Forest,3162,5,5,15,10000,3162,0.1,TRUE,TRUE
2166,2,0,Forest,3162,5,5,16,10000,3162,0.1,TRUE,TRUE
2167,2,0,Forest,3162,5,5,17,10000,3162,0.1,TRUE,TRUE
2168,2,0,Forest,3162,5,5,18,10000,3162,0.1,TRUE,TRUE
2169,2,0,Forest,3162,5,5,19,10000,3162,0.1,TRUE,TRUE
2170,2,0,Forest,3162,5,5,20,10000,3162,0.1,TRUE,TRUE
2171,2,0,Forest,3162,5,5,21,10000,3162,0.1,TRUE,TRUE
2172,2,0,Forest,3162,5,5,22,10000,3162,0.1,TRUE,TRUE
2173,2,0,Forest,3162,5,5,23,10000,3162,0.1,TRUE,TRUE
2174,2,0,Forest,3162,5,5,24,10000,3162,0.1,TRUE,TRUE
2175,2,0,Forest,3162,5,5,25,10000,3162,0.1,TRUE,TRUE
2176,2,0,Forest,3162,5,5,26,10000,3162,0.1,TRUE,TRUE
2177,2,0,Forest,3162,5,5,27,10000,3162,0.1,TRUE,TRUE
2178,2,0,Forest,3162,5,5,28,10000,3162,0.1,TRUE,TRUE
2179,2,0,Forest,3162,5,5,29,10000,3162,0.1,TRUE,TRUE
2180,2,0,Forest,3162,5,5,30,10000,3162,0.1,TRUE,TRUE
2181,2,0,Forest,3162,5,5,31,10000,3162,0.1,TRUE,TRUE
2182,2,0,Forest,3162,5,5,32,10000,3162,0.1,TRUE,TRUE
2183,2,0,Forest,3162,5,5,33,10000,3162,0.1,TRUE,TRUE
2184,2,0,Forest,3162,5,5,34,10000,3162,0.1,TRUE,TRUE
2185,2,0,Forest,3162,5,5,35,10000,3162,0.1,TRUE,TRUE
2186,2,0,Forest,3162,5,5,36,10000,3162,0.1,TRUE,TRUE
2187,2,0,Forest,3162,5,5,37,10000,3162,0.1,TRUE,TRUE
2188,2,0,Forest,3162,5,5,38,10000,3162,0.1,TRUE,TRUE
2189,2,0,Forest,3162,5,5,39,10000,3162,0.1,TRUE,TRUE
2190,2,0,Forest,3162,5,5,40,10000,3162,0.1,TRUE,TRUE
2191,2,0,Forest,3162,5,5,41,10000,3162,0.1,TRUE,TRUE
2192,2,0,Forest,3162,5,5,42,10000,3162,0.1,TRUE,TRUE
2193,2,0,Forest,3162,5,5,43,10000,3162,0.1,TRUE,TRUE
2194,2,0,Forest,3162,5,5,44,10000,3162,0.1,TRUE,TRUE
2195,2,0,Forest,3162,5,5,45,10000,3162,0.1,TRUE,TRUE
2196,2,0,Forest,3162,5,5,46,10000,3162,0.1,TRUE,TRUE
2197,2,0,Forest,3162,5,5,47,10000,3162,0.1,TRUE,TRUE
2198,2,0,Forest,3162,5,5,48,10000,3162,0.1,TRUE,TRUE
2199,2,0,Forest,3162,5,5,49,10000,3162,0.1,TRUE,TRUE
2200,2,0,Forest,3162,5,5,50,10000,3162,0.1,TRUE,TRUE
2201,2,0,Forest,10000,5,5,1,10000,3162,0.1,TRUE,TRUE
2202,2,0,Forest,10000,5,5,2,10000,3162,0.1,TRUE,TRUE
2203,2,0,Forest,10000,5,5,3,10000,3162,0.1,TRUE,TRUE
2204,2,0,Forest,10000,5,5,4,10000,3162,0.1,TRUE,TRUE
2205,2,0,Forest,10000,5,5,5,10000,3162,0.1,TRUE,TRUE
2206,2,0,Forest,10000,5,5,6,10000,3162,0.1,TRUE,TRUE
2207,2,0,Forest,10000,5,5,7,10000,3162,0.1,TRUE,TRUE
2208,2,0,Forest,10000,5,5,8,10000,3162,0.1,TRUE,TRUE
2209,2,0,Forest,10000,5,5,9,10000,3162,0.1,TRUE,TRUE
2210,2,0,Forest,10000,5,5,10,10000,3162,0.1,TRUE,TRUE
2211,2,0,Forest,10000,5,5,11,10000,3162,0.1,TRUE,TRUE
2212,2,0,Forest,10000,5,5,12,10000,3162,0.1,TRUE,TRUE
2213,2,0,Forest,10000,5,5,13,10000,3162,0.1,TRUE,TRUE
2214,2,0,Forest,10000,5,5,14,10000,3162,0.1,TRUE,TRUE
2215,2,0,Forest,10000,5,5,15,10000,3162,0.1,TRUE,TRUE
2216,2,0,Forest,10000,5,5,16,10000,3162,0.1,TRUE,TRUE
2217,2,0,Forest,10000,5,5,17,10000,3162,0.1,TRUE,TRUE
2218,2,0,Forest,10000,5,5,18,10000,3162,0.1,TRUE,TRUE
2219,2,0,Forest,10000,5,5,19,10000,3162,0.1,TRUE,TRUE
2220,2,0,Forest,10000,5,5,20,10000,3162,0.1,TRUE,TRUE
2221,2,0,Forest,10000,5,5,21,10000,3162,0.1,TRUE,TRUE
2222,2,0,Forest,10000,5,5,22,10000,3162,0.1,TRUE,TRUE
2223,2,0,Forest,10000,5,5,23,10000,3162,0.1,TRUE,TRUE
2224,2,0,Forest,10000,5,5,24,10000,3162,0.1,TRUE,TRUE
2225,2,0,Forest,10000,5,5,25,10000,3162,0.1,TRUE,TRUE
2226,2,0,Forest,10000,5,5,26,10000,3162,0.1,TRUE,TRUE
2227,2,0,Forest,10000,5,5,27,10000,3162,0.1,TRUE,TRUE
2228,2,0,Forest,10000,5,5,28,10000,3162,0.1,TRUE,TRUE
2229,2,0,Forest,10000,5,5,29,10000,3162,0.1,TRUE,TRUE
2230,2,0,Forest,10000,5,5,30,10000,3162,0.1,TRUE,TRUE
2231,2,0,Forest,10000,5,5,31,10000,3162,0.1,TRUE,TRUE
2232,2,0,Forest,10000,5,5,32,10000,3162,0.1,TRUE,TRUE
2233,2,0,Forest,10000,5,5,33,10000,3162,0.1,TRUE,TRUE
2234,2,0,Forest,10000,5,5,34,10000,3162,0.1,TRUE,TRUE
2235,2,0,Forest,10000,5,5,35,10000,3162,0.1,TRUE,TRUE
2236,2,0,Forest,10000,5,5,36,10000,3162,0.1,TRUE,TRUE
2237,2,0,Forest,10000,5,5,37,10000,3162,0.1,TRUE,TRUE
2238,2,0,Forest,10000,5,5,38,10000,3162,0.1,TRUE,TRUE
2239,2,0,Forest,10000,5,5,39,10000,3162,0.1,TRUE,TRUE
2240,2,0,Forest,10000,5,5,40,10000,3162,0.1,TRUE,TRUE
2241,2,0,Forest,10000,5,5,41,10000,3162,0.1,TRUE,TRUE
2242,2,0,Forest,10000,5,5,42,10000,3162,0.1,TRUE,TRUE
2243,2,0,Forest,10000,5,5,43,10000,3162,0.1,TRUE,TRUE
2244,2,0,Forest,10000,5,5,44,10000,3162,0.1,TRUE,TRUE
2245,2,0,Forest,10000,5,5,45,10000,3162,0.1,TRUE,TRUE
2246,2,0,Forest,10000,5,5,46,10000,3162,0.1,TRUE,TRUE
2247,2,0,Forest,10000,5,5,47,10000,3162,0.1,TRUE,TRUE
2248,2,0,Forest,10000,5,5,48,10000,3162,0.1,TRUE,TRUE
2249,2,0,Forest,10000,5,5,49,10000,3162,0.1,TRUE,TRUE
2250,2,0,Forest,10000,5,5,50,10000,3162,0.1,TRUE,TRUE
2251,2,0.1,NN,100,5,5,1,10000,3162,0.1,TRUE,TRUE
2252,2,0.1,NN,100,5,5,2,10000,3162,0.1,TRUE,TRUE
2253,2,0.1,NN,100,5,5,3,10000,3162,0.1,TRUE,TRUE
2254,2,0.1,NN,100,5,5,4,10000,3162,0.1,TRUE,TRUE
2255,2,0.1,NN,100,5,5,5,10000,3162,0.1,TRUE,TRUE
2256,2,0.1,NN,100,5,5,6,10000,3162,0.1,TRUE,TRUE
2257,2,0.1,NN,100,5,5,7,10000,3162,0.1,TRUE,TRUE
2258,2,0.1,NN,100,5,5,8,10000,3162,0.1,TRUE,TRUE
2259,2,0.1,NN,100,5,5,9,10000,3162,0.1,TRUE,TRUE
2260,2,0.1,NN,100,5,5,10,10000,3162,0.1,TRUE,TRUE
2261,2,0.1,NN,100,5,5,11,10000,3162,0.1,TRUE,TRUE
2262,2,0.1,NN,100,5,5,12,10000,3162,0.1,TRUE,TRUE
2263,2,0.1,NN,100,5,5,13,10000,3162,0.1,TRUE,TRUE
2264,2,0.1,NN,100,5,5,14,10000,3162,0.1,TRUE,TRUE
2265,2,0.1,NN,100,5,5,15,10000,3162,0.1,TRUE,TRUE
2266,2,0.1,NN,100,5,5,16,10000,3162,0.1,TRUE,TRUE
2267,2,0.1,NN,100,5,5,17,10000,3162,0.1,TRUE,TRUE
2268,2,0.1,NN,100,5,5,18,10000,3162,0.1,TRUE,TRUE
2269,2,0.1,NN,100,5,5,19,10000,3162,0.1,TRUE,TRUE
2270,2,0.1,NN,100,5,5,20,10000,3162,0.1,TRUE,TRUE
2271,2,0.1,NN,100,5,5,21,10000,3162,0.1,TRUE,TRUE
2272,2,0.1,NN,100,5,5,22,10000,3162,0.1,TRUE,TRUE
2273,2,0.1,NN,100,5,5,23,10000,3162,0.1,TRUE,TRUE
2274,2,0.1,NN,100,5,5,24,10000,3162,0.1,TRUE,TRUE
2275,2,0.1,NN,100,5,5,25,10000,3162,0.1,TRUE,TRUE
2276,2,0.1,NN,100,5,5,26,10000,3162,0.1,TRUE,TRUE
2277,2,0.1,NN,100,5,5,27,10000,3162,0.1,TRUE,TRUE
2278,2,0.1,NN,100,5,5,28,10000,3162,0.1,TRUE,TRUE
2279,2,0.1,NN,100,5,5,29,10000,3162,0.1,TRUE,TRUE
2280,2,0.1,NN,100,5,5,30,10000,3162,0.1,TRUE,TRUE
2281,2,0.1,NN,100,5,5,31,10000,3162,0.1,TRUE,TRUE
2282,2,0.1,NN,100,5,5,32,10000,3162,0.1,TRUE,TRUE
2283,2,0.1,NN,100,5,5,33,10000,3162,0.1,TRUE,TRUE
2284,2,0.1,NN,100,5,5,34,10000,3162,0.1,TRUE,TRUE
2285,2,0.1,NN,100,5,5,35,10000,3162,0.1,TRUE,TRUE
2286,2,0.1,NN,100,5,5,36,10000,3162,0.1,TRUE,TRUE
2287,2,0.1,NN,100,5,5,37,10000,3162,0.1,TRUE,TRUE
2288,2,0.1,NN,100,5,5,38,10000,3162,0.1,TRUE,TRUE
2289,2,0.1,NN,100,5,5,39,10000,3162,0.1,TRUE,TRUE
2290,2,0.1,NN,100,5,5,40,10000,3162,0.1,TRUE,TRUE
2291,2,0.1,NN,100,5,5,41,10000,3162,0.1,TRUE,TRUE
2292,2,0.1,NN,100,5,5,42,10000,3162,0.1,TRUE,TRUE
2293,2,0.1,NN,100,5,5,43,10000,3162,0.1,TRUE,TRUE
2294,2,0.1,NN,100,5,5,44,10000,3162,0.1,TRUE,TRUE
2295,2,0.1,NN,100,5,5,45,10000,3162,0.1,TRUE,TRUE
2296,2,0.1,NN,100,5,5,46,10000,3162,0.1,TRUE,TRUE
2297,2,0.1,NN,100,5,5,47,10000,3162,0.1,TRUE,TRUE
2298,2,0.1,NN,100,5,5,48,10000,3162,0.1,TRUE,TRUE
2299,2,0.1,NN,100,5,5,49,10000,3162,0.1,TRUE,TRUE
2300,2,0.1,NN,100,5,5,50,10000,3162,0.1,TRUE,TRUE
2301,2,0.1,NN,316,5,5,1,10000,3162,0.1,TRUE,TRUE
2302,2,0.1,NN,316,5,5,2,10000,3162,0.1,TRUE,TRUE
2303,2,0.1,NN,316,5,5,3,10000,3162,0.1,TRUE,TRUE
2304,2,0.1,NN,316,5,5,4,10000,3162,0.1,TRUE,TRUE
2305,2,0.1,NN,316,5,5,5,10000,3162,0.1,TRUE,TRUE
2306,2,0.1,NN,316,5,5,6,10000,3162,0.1,TRUE,TRUE
2307,2,0.1,NN,316,5,5,7,10000,3162,0.1,TRUE,TRUE
2308,2,0.1,NN,316,5,5,8,10000,3162,0.1,TRUE,TRUE
2309,2,0.1,NN,316,5,5,9,10000,3162,0.1,TRUE,TRUE
2310,2,0.1,NN,316,5,5,10,10000,3162,0.1,TRUE,TRUE
2311,2,0.1,NN,316,5,5,11,10000,3162,0.1,TRUE,TRUE
2312,2,0.1,NN,316,5,5,12,10000,3162,0.1,TRUE,TRUE
2313,2,0.1,NN,316,5,5,13,10000,3162,0.1,TRUE,TRUE
2314,2,0.1,NN,316,5,5,14,10000,3162,0.1,TRUE,TRUE
2315,2,0.1,NN,316,5,5,15,10000,3162,0.1,TRUE,TRUE
2316,2,0.1,NN,316,5,5,16,10000,3162,0.1,TRUE,TRUE
2317,2,0.1,NN,316,5,5,17,10000,3162,0.1,TRUE,TRUE
2318,2,0.1,NN,316,5,5,18,10000,3162,0.1,TRUE,TRUE
2319,2,0.1,NN,316,5,5,19,10000,3162,0.1,TRUE,TRUE
2320,2,0.1,NN,316,5,5,20,10000,3162,0.1,TRUE,TRUE
2321,2,0.1,NN,316,5,5,21,10000,3162,0.1,TRUE,TRUE
2322,2,0.1,NN,316,5,5,22,10000,3162,0.1,TRUE,TRUE
2323,2,0.1,NN,316,5,5,23,10000,3162,0.1,TRUE,TRUE
2324,2,0.1,NN,316,5,5,24,10000,3162,0.1,TRUE,TRUE
2325,2,0.1,NN,316,5,5,25,10000,3162,0.1,TRUE,TRUE
2326,2,0.1,NN,316,5,5,26,10000,3162,0.1,TRUE,TRUE
2327,2,0.1,NN,316,5,5,27,10000,3162,0.1,TRUE,TRUE
2328,2,0.1,NN,316,5,5,28,10000,3162,0.1,TRUE,TRUE
2329,2,0.1,NN,316,5,5,29,10000,3162,0.1,TRUE,TRUE
2330,2,0.1,NN,316,5,5,30,10000,3162,0.1,TRUE,TRUE
2331,2,0.1,NN,316,5,5,31,10000,3162,0.1,TRUE,TRUE
2332,2,0.1,NN,316,5,5,32,10000,3162,0.1,TRUE,TRUE
2333,2,0.1,NN,316,5,5,33,10000,3162,0.1,TRUE,TRUE
2334,2,0.1,NN,316,5,5,34,10000,3162,0.1,TRUE,TRUE
2335,2,0.1,NN,316,5,5,35,10000,3162,0.1,TRUE,TRUE
2336,2,0.1,NN,316,5,5,36,10000,3162,0.1,TRUE,TRUE
2337,2,0.1,NN,316,5,5,37,10000,3162,0.1,TRUE,TRUE
2338,2,0.1,NN,316,5,5,38,10000,3162,0.1,TRUE,TRUE
2339,2,0.1,NN,316,5,5,39,10000,3162,0.1,TRUE,TRUE
2340,2,0.1,NN,316,5,5,40,10000,3162,0.1,TRUE,TRUE
2341,2,0.1,NN,316,5,5,41,10000,3162,0.1,TRUE,TRUE
2342,2,0.1,NN,316,5,5,42,10000,3162,0.1,TRUE,TRUE
2343,2,0.1,NN,316,5,5,43,10000,3162,0.1,TRUE,TRUE
2344,2,0.1,NN,316,5,5,44,10000,3162,0.1,TRUE,TRUE
2345,2,0.1,NN,316,5,5,45,10000,3162,0.1,TRUE,TRUE
2346,2,0.1,NN,316,5,5,46,10000,3162,0.1,TRUE,TRUE
2347,2,0.1,NN,316,5,5,47,10000,3162,0.1,TRUE,TRUE
2348,2,0.1,NN,316,5,5,48,10000,3162,0.1,TRUE,TRUE
2349,2,0.1,NN,316,5,5,49,10000,3162,0.1,TRUE,TRUE
2350,2,0.1,NN,316,5,5,50,10000,3162,0.1,TRUE,TRUE
2351,2,0.1,NN,1000,5,5,1,10000,3162,0.1,TRUE,TRUE
2352,2,0.1,NN,1000,5,5,2,10000,3162,0.1,TRUE,TRUE
2353,2,0.1,NN,1000,5,5,3,10000,3162,0.1,TRUE,TRUE
2354,2,0.1,NN,1000,5,5,4,10000,3162,0.1,TRUE,TRUE
2355,2,0.1,NN,1000,5,5,5,10000,3162,0.1,TRUE,TRUE
2356,2,0.1,NN,1000,5,5,6,10000,3162,0.1,TRUE,TRUE
2357,2,0.1,NN,1000,5,5,7,10000,3162,0.1,TRUE,TRUE
2358,2,0.1,NN,1000,5,5,8,10000,3162,0.1,TRUE,TRUE
2359,2,0.1,NN,1000,5,5,9,10000,3162,0.1,TRUE,TRUE
2360,2,0.1,NN,1000,5,5,10,10000,3162,0.1,TRUE,TRUE
2361,2,0.1,NN,1000,5,5,11,10000,3162,0.1,TRUE,TRUE
2362,2,0.1,NN,1000,5,5,12,10000,3162,0.1,TRUE,TRUE
2363,2,0.1,NN,1000,5,5,13,10000,3162,0.1,TRUE,TRUE
2364,2,0.1,NN,1000,5,5,14,10000,3162,0.1,TRUE,TRUE
2365,2,0.1,NN,1000,5,5,15,10000,3162,0.1,TRUE,TRUE
2366,2,0.1,NN,1000,5,5,16,10000,3162,0.1,TRUE,TRUE
2367,2,0.1,NN,1000,5,5,17,10000,3162,0.1,TRUE,TRUE
2368,2,0.1,NN,1000,5,5,18,10000,3162,0.1,TRUE,TRUE
2369,2,0.1,NN,1000,5,5,19,10000,3162,0.1,TRUE,TRUE
2370,2,0.1,NN,1000,5,5,20,10000,3162,0.1,TRUE,TRUE
2371,2,0.1,NN,1000,5,5,21,10000,3162,0.1,TRUE,TRUE
2372,2,0.1,NN,1000,5,5,22,10000,3162,0.1,TRUE,TRUE
2373,2,0.1,NN,1000,5,5,23,10000,3162,0.1,TRUE,TRUE
2374,2,0.1,NN,1000,5,5,24,10000,3162,0.1,TRUE,TRUE
2375,2,0.1,NN,1000,5,5,25,10000,3162,0.1,TRUE,TRUE
2376,2,0.1,NN,1000,5,5,26,10000,3162,0.1,TRUE,TRUE
2377,2,0.1,NN,1000,5,5,27,10000,3162,0.1,TRUE,TRUE
2378,2,0.1,NN,1000,5,5,28,10000,3162,0.1,TRUE,TRUE
2379,2,0.1,NN,1000,5,5,29,10000,3162,0.1,TRUE,TRUE
2380,2,0.1,NN,1000,5,5,30,10000,3162,0.1,TRUE,TRUE
2381,2,0.1,NN,1000,5,5,31,10000,3162,0.1,TRUE,TRUE
2382,2,0.1,NN,1000,5,5,32,10000,3162,0.1,TRUE,TRUE
2383,2,0.1,NN,1000,5,5,33,10000,3162,0.1,TRUE,TRUE
2384,2,0.1,NN,1000,5,5,34,10000,3162,0.1,TRUE,TRUE
2385,2,0.1,NN,1000,5,5,35,10000,3162,0.1,TRUE,TRUE
2386,2,0.1,NN,1000,5,5,36,10000,3162,0.1,TRUE,TRUE
2387,2,0.1,NN,1000,5,5,37,10000,3162,0.1,TRUE,TRUE
2388,2,0.1,NN,1000,5,5,38,10000,3162,0.1,TRUE,TRUE
2389,2,0.1,NN,1000,5,5,39,10000,3162,0.1,TRUE,TRUE
2390,2,0.1,NN,1000,5,5,40,10000,3162,0.1,TRUE,TRUE
2391,2,0.1,NN,1000,5,5,41,10000,3162,0.1,TRUE,TRUE
2392,2,0.1,NN,1000,5,5,42,10000,3162,0.1,TRUE,TRUE
2393,2,0.1,NN,1000,5,5,43,10000,3162,0.1,TRUE,TRUE
2394,2,0.1,NN,1000,5,5,44,10000,3162,0.1,TRUE,TRUE
2395,2,0.1,NN,1000,5,5,45,10000,3162,0.1,TRUE,TRUE
2396,2,0.1,NN,1000,5,5,46,10000,3162,0.1,TRUE,TRUE
2397,2,0.1,NN,1000,5,5,47,10000,3162,0.1,TRUE,TRUE
2398,2,0.1,NN,1000,5,5,48,10000,3162,0.1,TRUE,TRUE
2399,2,0.1,NN,1000,5,5,49,10000,3162,0.1,TRUE,TRUE
2400,2,0.1,NN,1000,5,5,50,10000,3162,0.1,TRUE,TRUE
2401,2,0.1,NN,3162,5,5,1,10000,3162,0.1,TRUE,TRUE
2402,2,0.1,NN,3162,5,5,2,10000,3162,0.1,TRUE,TRUE
2403,2,0.1,NN,3162,5,5,3,10000,3162,0.1,TRUE,TRUE
2404,2,0.1,NN,3162,5,5,4,10000,3162,0.1,TRUE,TRUE
2405,2,0.1,NN,3162,5,5,5,10000,3162,0.1,TRUE,TRUE
2406,2,0.1,NN,3162,5,5,6,10000,3162,0.1,TRUE,TRUE
2407,2,0.1,NN,3162,5,5,7,10000,3162,0.1,TRUE,TRUE
2408,2,0.1,NN,3162,5,5,8,10000,3162,0.1,TRUE,TRUE
2409,2,0.1,NN,3162,5,5,9,10000,3162,0.1,TRUE,TRUE
2410,2,0.1,NN,3162,5,5,10,10000,3162,0.1,TRUE,TRUE
2411,2,0.1,NN,3162,5,5,11,10000,3162,0.1,TRUE,TRUE
2412,2,0.1,NN,3162,5,5,12,10000,3162,0.1,TRUE,TRUE
2413,2,0.1,NN,3162,5,5,13,10000,3162,0.1,TRUE,TRUE
2414,2,0.1,NN,3162,5,5,14,10000,3162,0.1,TRUE,TRUE
2415,2,0.1,NN,3162,5,5,15,10000,3162,0.1,TRUE,TRUE
2416,2,0.1,NN,3162,5,5,16,10000,3162,0.1,TRUE,TRUE
2417,2,0.1,NN,3162,5,5,17,10000,3162,0.1,TRUE,TRUE
2418,2,0.1,NN,3162,5,5,18,10000,3162,0.1,TRUE,TRUE
2419,2,0.1,NN,3162,5,5,19,10000,3162,0.1,TRUE,TRUE
2420,2,0.1,NN,3162,5,5,20,10000,3162,0.1,TRUE,TRUE
2421,2,0.1,NN,3162,5,5,21,10000,3162,0.1,TRUE,TRUE
2422,2,0.1,NN,3162,5,5,22,10000,3162,0.1,TRUE,TRUE
2423,2,0.1,NN,3162,5,5,23,10000,3162,0.1,TRUE,TRUE
2424,2,0.1,NN,3162,5,5,24,10000,3162,0.1,TRUE,TRUE
2425,2,0.1,NN,3162,5,5,25,10000,3162,0.1,TRUE,TRUE
2426,2,0.1,NN,3162,5,5,26,10000,3162,0.1,TRUE,TRUE
2427,2,0.1,NN,3162,5,5,27,10000,3162,0.1,TRUE,TRUE
2428,2,0.1,NN,3162,5,5,28,10000,3162,0.1,TRUE,TRUE
2429,2,0.1,NN,3162,5,5,29,10000,3162,0.1,TRUE,TRUE
2430,2,0.1,NN,3162,5,5,30,10000,3162,0.1,TRUE,TRUE
2431,2,0.1,NN,3162,5,5,31,10000,3162,0.1,TRUE,TRUE
2432,2,0.1,NN,3162,5,5,32,10000,3162,0.1,TRUE,TRUE
2433,2,0.1,NN,3162,5,5,33,10000,3162,0.1,TRUE,TRUE
2434,2,0.1,NN,3162,5,5,34,10000,3162,0.1,TRUE,TRUE
2435,2,0.1,NN,3162,5,5,35,10000,3162,0.1,TRUE,TRUE
2436,2,0.1,NN,3162,5,5,36,10000,3162,0.1,TRUE,TRUE
2437,2,0.1,NN,3162,5,5,37,10000,3162,0.1,TRUE,TRUE
2438,2,0.1,NN,3162,5,5,38,10000,3162,0.1,TRUE,TRUE
2439,2,0.1,NN,3162,5,5,39,10000,3162,0.1,TRUE,TRUE
2440,2,0.1,NN,3162,5,5,40,10000,3162,0.1,TRUE,TRUE
2441,2,0.1,NN,3162,5,5,41,10000,3162,0.1,TRUE,TRUE
2442,2,0.1,NN,3162,5,5,42,10000,3162,0.1,TRUE,TRUE
2443,2,0.1,NN,3162,5,5,43,10000,3162,0.1,TRUE,TRUE
2444,2,0.1,NN,3162,5,5,44,10000,3162,0.1,TRUE,TRUE
2445,2,0.1,NN,3162,5,5,45,10000,3162,0.1,TRUE,TRUE
2446,2,0.1,NN,3162,5,5,46,10000,3162,0.1,TRUE,TRUE
2447,2,0.1,NN,3162,5,5,47,10000,3162,0.1,TRUE,TRUE
2448,2,0.1,NN,3162,5,5,48,10000,3162,0.1,TRUE,TRUE
2449,2,0.1,NN,3162,5,5,49,10000,3162,0.1,TRUE,TRUE
2450,2,0.1,NN,3162,5,5,50,10000,3162,0.1,TRUE,TRUE
2451,2,0.1,NN,10000,5,5,1,10000,3162,0.1,TRUE,TRUE
2452,2,0.1,NN,10000,5,5,2,10000,3162,0.1,TRUE,TRUE
2453,2,0.1,NN,10000,5,5,3,10000,3162,0.1,TRUE,TRUE
2454,2,0.1,NN,10000,5,5,4,10000,3162,0.1,TRUE,TRUE
2455,2,0.1,NN,10000,5,5,5,10000,3162,0.1,TRUE,TRUE
2456,2,0.1,NN,10000,5,5,6,10000,3162,0.1,TRUE,TRUE
2457,2,0.1,NN,10000,5,5,7,10000,3162,0.1,TRUE,TRUE
2458,2,0.1,NN,10000,5,5,8,10000,3162,0.1,TRUE,TRUE
2459,2,0.1,NN,10000,5,5,9,10000,3162,0.1,TRUE,TRUE
2460,2,0.1,NN,10000,5,5,10,10000,3162,0.1,TRUE,TRUE
2461,2,0.1,NN,10000,5,5,11,10000,3162,0.1,TRUE,TRUE
2462,2,0.1,NN,10000,5,5,12,10000,3162,0.1,TRUE,TRUE
2463,2,0.1,NN,10000,5,5,13,10000,3162,0.1,TRUE,TRUE
2464,2,0.1,NN,10000,5,5,14,10000,3162,0.1,TRUE,TRUE
2465,2,0.1,NN,10000,5,5,15,10000,3162,0.1,TRUE,TRUE
2466,2,0.1,NN,10000,5,5,16,10000,3162,0.1,TRUE,TRUE
2467,2,0.1,NN,10000,5,5,17,10000,3162,0.1,TRUE,TRUE
2468,2,0.1,NN,10000,5,5,18,10000,3162,0.1,TRUE,TRUE
2469,2,0.1,NN,10000,5,5,19,10000,3162,0.1,TRUE,TRUE
2470,2,0.1,NN,10000,5,5,20,10000,3162,0.1,TRUE,TRUE
2471,2,0.1,NN,10000,5,5,21,10000,3162,0.1,TRUE,TRUE
2472,2,0.1,NN,10000,5,5,22,10000,3162,0.1,TRUE,TRUE
2473,2,0.1,NN,10000,5,5,23,10000,3162,0.1,TRUE,TRUE
2474,2,0.1,NN,10000,5,5,24,10000,3162,0.1,TRUE,TRUE
2475,2,0.1,NN,10000,5,5,25,10000,3162,0.1,TRUE,TRUE
2476,2,0.1,NN,10000,5,5,26,10000,3162,0.1,TRUE,TRUE
2477,2,0.1,NN,10000,5,5,27,10000,3162,0.1,TRUE,TRUE
2478,2,0.1,NN,10000,5,5,28,10000,3162,0.1,TRUE,TRUE
2479,2,0.1,NN,10000,5,5,29,10000,3162,0.1,TRUE,TRUE
